acquisition_batch_rank,batch_role,campaign_phase,threshold_role,country,wave,idno,requirement_id,concept,review_rank_within_wave,review_rank_within_requirement_concept,candidate_files,candidate_raw_variable,candidate_harmonized_variables,raw_label,metadata_confidence,confidence_reason,required_for,is_financial_core,is_double_failure_core,is_design_core,raw_receipt_status,receipt_original_file_count,current_concept_gate,raw_file_status,raw_variable_status,verification_status,first_pass_review_status,post_download_review_action
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income_aggregate,total_consumption_or_income,11,1,sect8_2_ls_w5.dta,ls_s8_2q14,total_consumption_or_income;agriculture_livelihood,14.What was the total income from [LIVESTOCK] sales?,high,explicit total consumption/income or welfare aggregate evidence;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income_aggregate,total_consumption_or_income,12,2,sect8_2_ls_w5.dta,ls_s8_2q18,total_consumption_or_income;agriculture_livelihood,18.Total income from these sales of the slaughtered [LIVESTOCK] meat,high,explicit total consumption/income or welfare aggregate evidence;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,oop_health_expenditure,13,1,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q18,oop_health_expenditure;care_sought;agriculture_livelihood,18. What were the total cost of [NAME]'s health consultations in last 12 months?;18.What is the arrangement of the irrigation you use in this agriculture season?,high,health payment/expenditure evidence;health-care access/barrier evidence;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,oop_health_expenditure,14,2,sect8_3_ls_w5.dta,ls_s8_3q04,oop_health_expenditure;agriculture_livelihood,4.Total amount spent for breeding [LIVESTOCK TYPE] in the past 12 months,moderate,health context present without clear payment/expenditure wording;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,illness_need_care_access,health_need,15,1,sect3_hh_w5.dta,s3q05,illness_or_injury_need,"5. During the last 4 weeks, did [NAME] suffer from any illness or injury?",high,explicit illness/injury/need evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,illness_need_care_access,health_need,16,2,sect3_hh_w5.dta,s3q06_1,illness_or_injury_need,6. What type of illness/injury did [NAME] suffer most? (Illness 1),high,explicit illness/injury/need evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,illness_need_care_access,care_or_barrier,17,1,sect04_com_w5.dta,cs4q28,reason_not_sought_distance,28. Distance to the nearest place where one can purchase common medicines,high,health-care access/barrier evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,illness_need_care_access,care_or_barrier,18,2,sect04_com_w5.dta,cs4q30,reason_not_sought_distance,30. What is the distance to the nearest place where there is a health post?,high,health-care access/barrier evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,illness_need_care_access,insurance,19,1,sect3_hh_w5.dta,s3q19,health_insurance,19. Type of health insurance [NAME] is currently covered under,high,explicit health insurance or coverage evidence,covariates_and_subgroups,0,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,survey_timing,survey_timing,20,1,sect_cover_ls_w5.dta;sect_cover_ph_w5.dta;sect_cover_pp_w5.dta,InterviewDate,interview_date_or_survey_month,20. Date of Interview,high,explicit interview date/month/year evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,geography_climate_linkage,climate_geography,21,1,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,admin1_or_admin2,Region code,high,explicit administrative geography or cluster evidence;geography wording present but raw role requires verification,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,geography_climate_linkage,climate_geography,22,2,eth_householdgeovariables_y5.dta;eth_plotgeovariables_y5.dta,cropshare,admin1_or_admin2;agriculture_livelihood,2019 Percent cropland within anonymizing region,high,explicit administrative geography or cluster evidence;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,household_id,23,1,eth_householdgeovariables_y5.dta;eth_plotgeovariables_y5.dta,household_id,hhid,Unique Household Identifier,high,explicit household identifier evidence,harmonization,0,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,household_id,24,2,sect10_ph_w5.dta;sect10a_hh_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta;sect12b2_hh_w5.dta;sect12c_hh_w5.dta;sect12c_q1_hh_w5.dta;sect12d_hh_w5.dta;sect12e_hh_w5.dta;sect12f_hh_w5.dta;sect13_hh_w5.dta;sect14_hh_w5.dta;sect15a_hh_w5.dta;sect15b_hh_w5.dta;sect1_hh_w5.dta;sect1_ph_w5.dta;sect1_pp_w5.dta;sect2_hh_w5.dta,saq08,hhid,Household ID,high,explicit household identifier evidence,harmonization,0,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,survey_weight,25,1,cons_agg_w5.dta;sect10_ph_w5.dta;sect10a_hh_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta;sect12b2_hh_w5.dta;sect12c_hh_w5.dta;sect12c_q1_hh_w5.dta;sect12d_hh_w5.dta;sect12e_hh_w5.dta;sect12f_hh_w5.dta;sect13_hh_w5.dta;sect14_hh_w5.dta;sect15a_hh_w5.dta;sect15b_hh_w5.dta;sect1_hh_w5.dta;sect1_ph_w5.dta;sect1_pp_w5.dta,pw_w5,household_weight_or_person_weight,Household survey weight (Wave 5);household sample weight,high,explicit survey weight evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,survey_weight,26,2,sect10b_com_w5.dta,cs10bq04,household_weight_or_person_weight,WEIGHT/ AMOUNT,high,explicit survey weight evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,total_consumption_or_income,27,1,sect8_2_ls_w5.dta,ls_s8_2q14,total_consumption_or_income;agriculture_livelihood,14.What was the total income from [LIVESTOCK] sales?,high,explicit total consumption/income or welfare aggregate evidence;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,total_consumption_or_income,28,2,sect8_2_ls_w5.dta,ls_s8_2q18,total_consumption_or_income;agriculture_livelihood,18.Total income from these sales of the slaughtered [LIVESTOCK] meat,high,explicit total consumption/income or welfare aggregate evidence;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,oop_health_expenditure,29,1,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q18,oop_health_expenditure;care_sought;agriculture_livelihood,18. What were the total cost of [NAME]'s health consultations in last 12 months?;18.What is the arrangement of the irrigation you use in this agriculture season?,high,health payment/expenditure evidence;health-care access/barrier evidence;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,oop_health_expenditure,30,2,sect8_3_ls_w5.dta,ls_s8_3q04,oop_health_expenditure;agriculture_livelihood,4.Total amount spent for breeding [LIVESTOCK TYPE] in the past 12 months,moderate,health context present without clear payment/expenditure wording;agriculture/livelihood evidence; moderator role requires raw data,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,health_need,31,1,sect3_hh_w5.dta,s3q05,illness_or_injury_need,"5. During the last 4 weeks, did [NAME] suffer from any illness or injury?",high,explicit illness/injury/need evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,health_need,32,2,sect3_hh_w5.dta,s3q06_1,illness_or_injury_need,6. What type of illness/injury did [NAME] suffer most? (Illness 1),high,explicit illness/injury/need evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,care_or_barrier,33,1,sect04_com_w5.dta,cs4q28,reason_not_sought_distance,28. Distance to the nearest place where one can purchase common medicines,high,health-care access/barrier evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,care_or_barrier,34,2,sect04_com_w5.dta,cs4q30,reason_not_sought_distance,30. What is the distance to the nearest place where there is a health post?,high,health-care access/barrier evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
1,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,missing_skip_units_recall,survey_timing,35,1,sect_cover_ls_w5.dta;sect_cover_ph_w5.dta;sect_cover_pp_w5.dta,InterviewDate,interview_date_or_survey_month,20. Date of Interview,high,explicit interview date/month/year evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
