batch_rank,idno,country,wave,file_name,target_reasons,source_fields,module_priority_role,candidate_categories,candidate_harmonized_variables,candidate_variable_count,candidate_raw_variables_examples,expected_file_status,present_matching_files,verification_action
1,ALB_2005_LSMS_v01_M,Albania,2005,household_rosterA_cl,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;survey_design,age;education;hhid;psu_or_cluster_id;sex,15,hhid;m0_q00;m0_q01;m1a_q02;m1a_q13;m1a_q15;m1a_q16;m1a_q19;m1a_q21;m1a_q22;m1a_q4d;m1a_q4m,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania,2005,migrationA_cl,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;survey_design,admin1_or_admin2;hhid;psu_or_cluster_id,13,m6a_q02;m6a_q03;m6a_q08;m6a_q09;m6a_q14;m6a_q15;m6a_q19;m6a_q20;m6a_q23;m6a_q24;hhid;m0_q00,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania,2005,migrationC_cl,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;age;education;hhid;pid;psu_or_cluster_id;sex,12,m6c_q15;m6c_q16;m6c_q46;m6c_q47;hhid;m0_q00;m0_q01;m6c_q00;m6c_q63a;m6c_q02;m6c_q03;m6c_q05,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect8_3_ls_w5.dta,financial core file;geography/timing/design file;top metadata-supported module to inspect first,financial_core_expected_files;geography_timing_design_expected_files;top_modules_to_verify_first,core_main_sample_module_candidate,geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_sought;hhid;household_weight_or_person_weight;oop_health_expenditure;psu_or_cluster_id;rural;shock_module_variable;strata,94,ls_s8_3q04;ls_s8_3q06;ls_s8_3q10a;ls_s8_3q10b;ls_s8_3q11;ls_s8_3q12_1;ls_s8_3q12_2;ls_s8_3q14;ls_s8_3q17_1;ls_s8_3q17_10;ls_s8_3q17_11;ls_s8_3q17_2,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect8_2_ls_w5.dta,financial core file;top metadata-supported module to inspect first,financial_core_expected_files;top_modules_to_verify_first,core_main_sample_module_candidate,consumption;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;reason_not_sought_distance;rural;total_consumption_or_income,32,ls_s8_2q14;ls_s8_2q18;ls_s8_2q19;ls_s8_2q20;saq01;saq14;ea_id;pw_w5;saq07;saq08;ls_code;ls_s8_2q01,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect3_hh_w5.dta,financial core file;top metadata-supported module to inspect first,financial_core_expected_files;top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_not_sought_reason;care_sought;health_insurance;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;psu_or_cluster_id;reason_not_sought_distance;rural,31,s3q18;s3q19;s3q05;s3q06_1;s3q06_2;s3q06_os;s3q07;s3q09a;s3q09b;s3q10a;s3q10b,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect9_hh_w5.dta,geography/timing/design file,geography_timing_design_expected_files,core_main_sample_module_candidate,demographics;geography;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural;shock_module_variable;strata,23,saq01;saq14;ea_id;pw_w5;s9q04_1;s9q04_2;s9q04_3;saq07;saq08;s9q03b;s9q01;s9q02,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect11_ph_w5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;reason_not_sought_distance;rural,59,s11q16;s11q17;s11q17b;saq01;saq14;ea_id;pw_w5;saq07;saq08;harvestedcrop_id;s11q00a;s11q01b,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect3_pp_w5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;household_weight_or_person_weight;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;rural,48,s3q31e2;s3q08;s3q09__Accuracy;s3q09__Altitude;s3q09__Latitude;s3q09__Longitude;s3q09__Timestamp;s3q37;saq01;saq14;ea_id;pw_w5,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect06_com_w5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;psu_or_cluster_id;reason_not_sought_distance;rural;shock_module_variable,44,cs6q09;saq01;saq14;ea_id;saq07;cs6q01;cs6q02_1;cs6q02_2;cs6q02_3;cs6q03_1;cs6q03_2;cs6q03_3,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect04_com_w5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_sought;psu_or_cluster_id;reason_not_sought_distance;rural;sex;shock_module_variable,42,cs4q04__0;cs4q04__1;cs4q04__10;cs4q04__11;cs4q04__12;cs4q04__13;cs4q04__2;cs4q04__3;cs4q04__4;cs4q04__5;cs4q04__6;cs4q04__7,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect4_pp_w5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural;shock_module_variable,39,saq01;saq14;ea_id;pw_w5;saq07;saq08;crop_id;s4q01a;s4q01b;s4q02;s4q03;s4q04,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect9_ph_w5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural;shock_module_variable,36,saq01;saq14;ea_id;pw_w5;saq07;saq08;crop_id;s9q00b;s9q01;s9q02;s9q03;s9q04,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect7_pp_w5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;coping_borrowed;education;household_weight_or_person_weight;psu_or_cluster_id,28,s7q03;s7q05;s7q08;saq01;ea_id;pw_w5;s7q37;saq07;s7q41;s7q42;s7q01;s7q02,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,sect11_com_w5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;education;psu_or_cluster_id;rural,26,saq01;saq14;ea_id;saq07;cs11q16_1;cs11q16_2;cs11q01;cs11q02a;cs11q02e;cs11q03;cs11q04a;cs11q04e,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
2,ETH_2021_ESPS-W5_v02_M,Ethiopia,2021-2022,eth_householdgeovariables_y5.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;rural;shock_module_variable,25,dist_admhq;dist_border;dist_market;dist_popcenter;dist_road;cropshare;landcov;lat_dd_mod;lon_dd_mod;pct_urban_center,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect8_3_ls_w4.dta,financial core file;geography/timing/design file;top metadata-supported module to inspect first,financial_core_expected_files;geography_timing_design_expected_files;top_modules_to_verify_first,core_main_sample_module_candidate,geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_sought;hhid;household_weight_or_person_weight;oop_health_expenditure;psu_or_cluster_id;rural;shock_module_variable;strata,69,ls_s8_3q04;ls_s8_3q06;ls_s8_3q10a;ls_s8_3q10b;ls_s8_3q11;ls_s8_3q12_1;ls_s8_3q12_2;ls_s8_3q14;ls_s8_3q22;ls_s8_3q24;ls_s8_3q23,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect3_hh_w4.dta,financial core file;top metadata-supported module to inspect first,financial_core_expected_files;top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_not_sought_reason;care_sought;health_insurance;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;psu_or_cluster_id;reason_not_sought_distance;rural,32,s3q18;s3q19;s3q05;s3q06_1;s3q06_2;s3q06_os;s3q07;s3q09a;s3q09b;s3q10a;s3q10b,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect8_2_ls_w4.dta,financial core file;top metadata-supported module to inspect first,financial_core_expected_files;top_modules_to_verify_first,core_main_sample_module_candidate,consumption;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;reason_not_sought_distance;rural;total_consumption_or_income,32,ls_s8_2q14;ls_s8_2q18;ls_s8_2q19;ls_s8_2q20;saq01;saq14;ea_id;pw_w4;saq07;saq08;ls_code;ls_s8_2q01,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect9_hh_w4.dta,geography/timing/design file,geography_timing_design_expected_files,core_main_sample_module_candidate,demographics;geography;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural;shock_module_variable;strata,23,saq01;saq14;ea_id;pw_w4;s9q04_1;s9q04_2;s9q04_3;saq07;saq08;s9q03b;s9q01;s9q02,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect10c_hh_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;hhid;household_weight_or_person_weight;pid;psu_or_cluster_id;rural;sex,64,saq01;saq14;ea_id;individual_id;pw_w4;saq07;saq08;s10bq04;s10c_q02d;s10c_q02e;s10c_q05b;s10c_q05c,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect11_ph_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;reason_not_sought_distance;rural,56,s11q16;s11q17;saq01;saq14;ea_id;pw_w4;saq07;saq08;harvestedcrop_id;s11q01;s11q02a1;s11q02a2,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect04_com_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_sought;psu_or_cluster_id;reason_not_sought_distance;rural;sex;shock_module_variable,42,cs4q04__0;cs4q04__1;cs4q04__10;cs4q04__11;cs4q04__12;cs4q04__13;cs4q04__2;cs4q04__3;cs4q04__4;cs4q04__5;cs4q04__6;cs4q04__7,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect06_com_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;psu_or_cluster_id;reason_not_sought_distance;rural;shock_module_variable,42,cs6q09;saq01;saq14;ea_id;saq07;cs6q01;cs6q02;cs6q03_1;cs6q03_2;cs6q03_3;cs6q04_1;cs6q04_2,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect3_pp_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;household_weight_or_person_weight;latitude_or_longitude;psu_or_cluster_id;rural,42,s3q08;s3q09__Accuracy;s3q09__Altitude;s3q09__Latitude;s3q09__Longitude;s3q09__Timestamp;s3q37;saq01;saq14;ea_id;pw_w4;saq07,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect5b2_hh_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;age;asset_index_or_asset_variable;hhid;household_weight_or_person_weight;pid;psu_or_cluster_id;rural;sex,39,saq01;saq14;ea_id;individual_id;pw_w4;saq07;saq08;asset_id;asset_type;s5bq03a;s5bq04a;s5bq04b,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect4_pp_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,37,saq01;saq14;ea_id;pw_w4;saq07;saq08;crop_id;s4q01a;s4q01b;s4q02;s4q03;s4q04,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect9_ph_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,26,saq01;saq14;ea_id;pw_w4;saq07;saq08;crop_id;s9q00b;s9q02;s9q03;s9q04;s9q05a,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
3,ETH_2018_ESS_v04_M,Ethiopia,2018-2019,sect8_4_ls_w4.dta,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,25,saq01;saq14;ea_id;pw_w4;saq07;saq08;ls_code;ls_s8_4_q02;ls_s8_4aq20;ls_s8_4aq21_1;ls_s8_4aq21_2;ls_s8_4aq22,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,REC003,financial core file;top metadata-supported module to inspect first,financial_core_expected_files;top_modules_to_verify_first,core_main_sample_module_candidate,health_expenditure;health_need_access,care_sought;health_insurance;illness_or_injury_need;oop_health_expenditure,12,a11;a12;a13;a14;a15;a16;a19;a20;a21;a09;a10;a17,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,ANNUAL,financial core file,financial_core_expected_files,core_main_sample_module_candidate,consumption;demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;food_consumption;household_size;household_weight_or_person_weight;nonfood_consumption;total_consumption_or_income,11,cons;non_food;tot_food;district;edwght;dwelling;electric;hh;hhsize1;hhsize2,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,REC033,geography/timing/design file;top metadata-supported module to inspect first,geography_timing_design_expected_files;top_modules_to_verify_first,access_double_failure_module_candidate,health_need_access;shocks;survey_design,coping_borrowed;reason_not_sought_distance;strata,4,m05d;strat;m03;m05f,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,LABORF,top metadata-supported module to inspect first,top_modules_to_verify_first,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;asset_index_or_asset_variable;care_not_sought_reason;education;pid;sex;shock_module_variable,22,Q25;Q44;Enumdis;Pid;Age;Dwell;Q320;Q321;Q421;Q422;Q514;Q515,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,REC038,top metadata-supported module to inspect first,top_modules_to_verify_first,access_double_failure_module_candidate,health_need_access;shocks,agriculture_livelihood;reason_not_sought_distance,10,n910n;n910y;n901n;n901y;n907n;n907y;n908n;n908y;n909n;n909y,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,REC027,top metadata-supported module to inspect first,top_modules_to_verify_first,access_double_failure_module_candidate,demographics;health_need_access,asset_index_or_asset_variable;reason_not_sought_distance,7,j23;j23p;j01;j07;j08;j09;j17,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,REC002,top metadata-supported module to inspect first,top_modules_to_verify_first,access_double_failure_module_candidate,health_need_access,illness_or_injury_need,5,a01;a02;a03;a04;a05,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,REC005,top metadata-supported module to inspect first,top_modules_to_verify_first,access_double_failure_module_candidate,health_need_access,reason_not_sought_distance,3,b04m;b04y;b05,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,REC009,top metadata-supported module to inspect first,top_modules_to_verify_first,access_double_failure_module_candidate,health_need_access,reason_not_sought_distance,3,d08t;d08tp;d08ttot,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
4,JAM_1997_SLC_v01_M,Jamaica,1997,REC012,top metadata-supported module to inspect first,top_modules_to_verify_first,access_double_failure_module_candidate,health_need_access,reason_not_sought_distance,3,d17t;d17tp;d17ttot,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
