download_priority_order,queue_role,country,wave,idno,requirement,candidate_rank,variable_name,variable_label,file_id,file_name,file_description,match_score,matched_terms,match_basis,official_metadata_status,raw_value_verification_status,promotion_guardrail
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,weights_and_design,5,pw_w5,household sample weight,F12,sect6b4_hh_w5.dta,Household Data - Food consumed outside home,31,sample weight;weight;pw_;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,weights_and_design,6,pw_w5,household sample weight,F13,sect6c_hh_w5.dta,Household Data - Dietary quality,31,sample weight;weight;pw_;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,weights_and_design,7,pw_w5,household sample weight,F14,sect7a_hh_w5.dta,"Household Data - Nonfood expenditure, one month",31,sample weight;weight;pw_;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,weights_and_design,8,pw_w5,household sample weight,F15,sect7b_hh_w5.dta,"Household Data - Nonfood expenditure, 12 months",31,sample weight;weight;pw_;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,weights_and_design,9,pw_w5,household sample weight,F16,sect8_hh_w5.dta,Household Data - Food insecurity experience scale,31,sample weight;weight;pw_;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,weights_and_design,10,pw_w5,household sample weight,F17,sect9_hh_w5.dta,Household Data - Shocks,31,sample weight;weight;pw_;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,weights_and_design,11,pw_w5,household sample weight,F18,sect10a_hh_w5.dta,Household Data - Housing,31,sample weight;weight;pw_;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,weights_and_design,12,pw_w5,household sample weight,F19,sect11_hh_w5.dta,Household Data - Assets,31,sample weight;weight;pw_;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,1,nonfood_cons2,Non-food consumption,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,52,consumption aggregate;food consumption;consumption;food;nonfood;non_food;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,2,nom_nonfoodcons_aeq,Nominal annual expenditure on nonfood per adult equivalent,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,45,consumption aggregate;expenditure;food;nonfood;non_food;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,3,nonfood_cons_ann,annual expenditure on nonfood items (selected items),F66,cons_agg_w5.dta,Household Data - Consumption aggregate,45,consumption aggregate;expenditure;food;nonfood;non_food;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,4,food_cons2,Food consumption,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,36,consumption aggregate;food consumption;consumption;food;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,5,food_cons_ann,annual value of food consumption (selected items),F66,cons_agg_w5.dta,Household Data - Consumption aggregate,36,consumption aggregate;food consumption;consumption;food;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,6,nom_foodcons_aeq,Nominal annual expenditure on food per adult equivalent,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,29,consumption aggregate;expenditure;food;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,7,fafh_cons_ann,annual expenditure on food away from home,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,25,consumption aggregate;expenditure;food;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,8,spat_totcons_aeq,"Annual consumption per AEQ, spatially adjusted (food prices only)",F66,cons_agg_w5.dta,Household Data - Consumption aggregate,25,consumption aggregate;consumption;food;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,9,educ_cons_ann,annual expenditure on education (including assistance),F66,cons_agg_w5.dta,Household Data - Consumption aggregate,21,consumption aggregate;expenditure;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,10,nom_educcons_aeq,Nominal annual expenditure on education per adult equivalent,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,21,consumption aggregate;expenditure;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,11,nom_totcons_aeq,Nominal annual consumption per adult equivalent,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,21,consumption aggregate;consumption;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,consumption_or_income,12,total_cons_ann,Total annual consumption,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,21,consumption aggregate;consumption;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,1,ls_s8_3q04,4.Total amount spent for breeding [LIVESTOCK TYPE] in the past 12 months,F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",16,spent;amount;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,2,ls_s8_3q22,"22.Total amount spent on vaccines, anthelmingics and etc for [LIVESTOCK TYPE]",F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",16,spent;amount;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,3,ls_s8_3q24,24.Total amount spent on curative treatments for [LIVESTOCK TYPE],F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",16,spent;amount;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,4,s3q17,17. How many nights did [NAME] spend in any health facility in last 12 months?,F4,sect3_hh_w5.dta,Household Data - Health,12,spend;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,5,s3q18,18. What were the total cost of [NAME]'s health consultations in last 12 months?,F4,sect3_hh_w5.dta,Household Data - Health,12,cost;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,6,ls_s8_3q03,3.Any cost incurred related to breeding [LIVESTOCK TYPE]?,F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",12,cost;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,7,ls_s8_3q05,5.Has this holder paid anyone outside HH to help look after [LIVESTOCK TYPE]?,F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",12,paid;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,8,ls_s8_3q06,6.Total wages paid for those looking after [LIVESTOCK TYPE],F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",12,paid;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,9,ls_s8_3q10a,"10a.During dry season, has water been paid for [LIVESTOCK TYPE]?",F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",12,paid;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,10,ls_s8_3q10b,"10b.During rainy season, has water been paid for [LIVESTOCK TYPE]?",F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",12,paid;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,11,ls_s8_3q11,11.How much has been paid for the water for [LIVESTOCK TYPE]?,F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",12,paid;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,oop_health_expenditure,12,ls_s8_3q12_1,12.This holder's major feeding practices for [LIVESTOCK TYPE]: FEED 1,F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",12,fee;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,1,cs4q37,37. Distance to the nearest hospital/health facility with a medical doctor,F36,sect04_com_w5.dta,Community - Access to basic services and infrastructure,29,health facility;health;doctor;hospital;facility;distance;file:access,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,2,s3q14,14. [NAME] consulted a healthcare provider in the last 12 months,F4,sect3_hh_w5.dta,Household Data - Health,21,consulted;health;care;consult;file:health,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,3,s3q15,15. Number of times [NAME] consulted a healthcare provider in the last 12 months,F4,sect3_hh_w5.dta,Household Data - Health,21,consulted;health;care;consult;file:health,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,4,s3q05,"5. During the last 4 weeks, did [NAME] suffer from any illness or injury?",F4,sect3_hh_w5.dta,Household Data - Health,17,illness or injury;illness;injury;file:health,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,5,s3q17,17. How many nights did [NAME] spend in any health facility in last 12 months?,F4,sect3_hh_w5.dta,Household Data - Health,17,health facility;health;facility;file:health,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,6,cs4q34,34. Is there a hospital/health center/clinic in this community?,F36,sect04_com_w5.dta,Community - Access to basic services and infrastructure,14,health;clinic;hospital;file:access,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,7,cs4q35,35. Does the community hospital/health center have a doctor or health officer?,F36,sect04_com_w5.dta,Community - Access to basic services and infrastructure,14,health;doctor;hospital;file:access,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,8,s3q13,13. Main reason for [NAME] not consulting a healthcare provider,F4,sect3_hh_w5.dta,Household Data - Health,14,health;care;consult;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,9,s3q18,18. What were the total cost of [NAME]'s health consultations in last 12 months?,F4,sect3_hh_w5.dta,Household Data - Health,14,health;cost;consult;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,10,s3q15_1,15. Who are other HH members consulted on [FIELD]?: HH ID 1,F49,sect3_pp_w5.dta,Post-planting - Field roster,11,consulted;consult,label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,11,s3q15_2,15. Who are other HH members consulted on [FIELD]?: HH ID 2,F49,sect3_pp_w5.dta,Post-planting - Field roster,11,consulted;consult,label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,health_need_and_access,12,cs4q28,28. Distance to the nearest place where one can purchase common medicines,F36,sect04_com_w5.dta,Community - Access to basic services and infrastructure,10,medicine;distance;file:access,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,survey_timing,1,InterviewDate,20. Date of Interview,F46,sect_cover_pp_w5.dta,Post-planting - Cover page,46,date of interview;interview date;interviewdate;interview_date;date;file:cover,file;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,survey_timing,2,InterviewDate,20. Date of Interview,F54,sect_cover_ph_w5.dta,Post-harvest - Cover page,46,date of interview;interview date;interviewdate;interview_date;date;file:cover,file;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,survey_timing,3,InterviewDate,20. Date of Interview,F59,sect_cover_ls_w5.dta,Livestock - Cover page,46,date of interview;interview date;interviewdate;interview_date;date;file:cover,file;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
